@type,@rid,@version,repository,name,format,size,created_by,last_downloaded,last_updated,blob_created,blob_updated,@fieldTypes
d,#-2:701,0,maven-central,com/thoughtworks/qdox/qdox/2.0-M9/qdox-2.0-M9.jar,maven2,317269,admin,2022-08-09 11:25:58,2022-08-09 11:25:58,2021-10-13 12:13:15,2021-10-13 12:13:15,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:702,0,maven-central,org/springframework/security/spring-security-web/3.2.4.RELEASE/spring-security-web-3.2.4.RELEASE.jar,maven2,342463,admin,2022-06-22 19:41:16,2022-06-22 19:41:16,2021-09-07 16:13:03,2021-09-07 16:13:03,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:703,0,maven-central,org/apache/maven/maven-artifact/2.0.6/maven-artifact-2.0.6.jar,maven2,87360,admin,2022-10-10 08:19:46,2022-10-10 08:19:46,2021-09-06 18:00:32,2021-09-06 18:00:32,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:704,0,maven-central,org/apache/maven/maven-settings/2.0.6/maven-settings-2.0.6.jar,maven2,49100,admin,2022-10-10 08:19:46,2022-10-10 08:19:46,2021-09-06 18:00:32,2021-09-06 18:00:32,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:705,0,maven-central,org/springframework/security/spring-security-config/3.2.4.RELEASE/spring-security-config-3.2.4.RELEASE.jar,maven2,407054,admin,2022-06-22 19:41:16,2022-06-22 19:41:16,2021-09-07 16:13:03,2021-09-07 16:13:03,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:706,0,maven-central,org/slf4j/slf4j-api/1.7.33/slf4j-api-1.7.33.jar,maven2,41473,admin,2022-01-26 08:12:57,2022-01-26 08:12:57,2022-01-26 08:12:57,2022-01-26 08:12:57,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:707,0,maven-central,org/codehaus/plexus/plexus-interactivity-api/1.0-alpha-4/plexus-interactivity-api-1.0-alpha-4.jar,maven2,13407,admin,2022-10-10 08:19:46,2022-10-10 08:19:46,2021-09-06 18:00:32,2021-09-06 18:00:32,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:708,0,maven-central,org/apache/maven/maven-monitor/2.0.6/maven-monitor-2.0.6.jar,maven2,10242,admin,2022-10-10 08:19:46,2022-10-10 08:19:46,2021-09-06 18:00:32,2021-09-06 18:00:32,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:709,0,maven-central,org/ow2/asm/asm/9.1/asm-9.1.jar,maven2,121790,admin,2022-01-26 08:12:57,2022-01-26 08:12:57,2022-01-26 08:12:57,2022-01-26 08:12:57,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:710,0,maven-central,org/apache/maven/maven-model/2.0.6/maven-model-2.0.6.jar,maven2,86390,admin,2022-10-10 08:19:46,2022-10-10 08:19:46,2021-09-06 18:00:32,2021-09-06 18:00:32,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:711,0,maven-central,org/springframework/spring-jcl/5.3.15/spring-jcl-5.3.15.jar,maven2,24440,admin,2022-01-26 08:12:58,2022-01-26 08:12:58,2022-01-26 08:12:58,2022-01-26 08:12:58,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:712,0,maven-central,org/springframework/spring-context/5.3.15/spring-context-5.3.15.jar,maven2,1271872,admin,2022-01-26 08:12:57,2022-01-26 08:12:57,2022-01-26 08:12:57,2022-01-26 08:12:57,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:713,0,maven-central,commons-io/commons-io/1.3.2/commons-io-1.3.2.jar,maven2,87776,admin,2022-06-22 19:41:16,2022-06-22 19:41:16,2021-09-07 16:13:03,2021-09-07 16:13:03,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:714,0,maven-central,net/bytebuddy/byte-buddy/1.11.22/byte-buddy-1.11.22.jar,maven2,3697807,admin,2022-01-26 08:12:59,2022-01-26 08:12:59,2022-01-26 08:12:59,2022-01-26 08:12:59,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:715,0,maven-central,org/junit/platform/junit-platform-commons/1.8.2/junit-platform-commons-1.8.2.jar,maven2,100450,admin,2022-01-26 08:12:57,2022-01-26 08:12:57,2022-01-26 08:12:57,2022-01-26 08:12:57,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:716,0,maven-central,junit/junit/3.8.1/junit-3.8.1.jar,maven2,121070,admin,2022-10-10 08:19:46,2022-10-10 08:19:46,2021-09-06 18:00:33,2021-09-06 18:00:33,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:717,0,maven-central,org/apache/maven/shared/maven-shared-utils/3.2.1/maven-shared-utils-3.2.1.jar,maven2,166562,admin,2022-08-09 11:25:58,2022-08-09 11:25:58,2021-10-13 12:13:15,2021-10-13 12:13:15,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:718,0,maven-central,org/apache/maven/shared/maven-filtering/1.1/maven-filtering-1.1.jar,maven2,43106,admin,2022-10-10 08:19:46,2022-10-10 08:19:46,2021-09-06 18:00:33,2021-09-06 18:00:33,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:719,0,maven-central,org/codehaus/plexus/plexus-java/0.9.10/plexus-java-0.9.10.jar,maven2,39426,admin,2022-08-09 11:25:58,2022-08-09 11:25:58,2021-10-13 12:13:15,2021-10-13 12:13:15,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:720,0,maven-central,org/codehaus/plexus/plexus-utils/2.0.4/plexus-utils-2.0.4.jar,maven2,222137,admin,2022-08-09 11:25:58,2022-08-09 11:25:58,2021-10-13 12:13:15,2021-10-13 12:13:15,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:721,0,maven-central,org/codehaus/plexus/plexus-utils/2.0.5/plexus-utils-2.0.5.jar,maven2,223171,admin,2022-10-10 08:19:46,2022-10-10 08:19:46,2021-09-06 18:00:33,2021-09-06 18:00:33,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:722,0,maven-central,org/assertj/assertj-core/3.21.0/assertj-core-3.21.0.jar,maven2,4971247,admin,2022-01-26 08:12:59,2022-01-26 08:12:59,2022-01-26 08:12:59,2022-01-26 08:12:59,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:723,0,maven-central,org/apiguardian/apiguardian-api/1.1.2/apiguardian-api-1.1.2.jar,maven2,6806,admin,2022-01-26 08:12:57,2022-01-26 08:12:57,2022-01-26 08:12:57,2022-01-26 08:12:57,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:724,0,maven-central,org/codehaus/plexus/plexus-container-default/1.0-alpha-9-stable-1/plexus-container-default-1.0-alpha-9-stable-1.jar,maven2,194185,admin,2022-10-10 08:19:46,2022-10-10 08:19:46,2021-09-06 18:00:33,2021-09-06 18:00:33,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:725,0,maven-central,org/ow2/asm/asm/6.2/asm-6.2.jar,maven2,111214,admin,2022-08-09 11:25:58,2022-08-09 11:25:58,2021-10-13 12:13:15,2021-10-13 12:13:15,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:726,0,maven-central,org/sonatype/plexus/plexus-build-api/0.0.4/plexus-build-api-0.0.4.jar,maven2,6809,admin,2022-10-10 08:19:46,2022-10-10 08:19:46,2021-09-06 18:00:33,2021-09-06 18:00:33,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:727,0,maven-central,org/codehaus/plexus/plexus-compiler-manager/2.8.4/plexus-compiler-manager-2.8.4.jar,maven2,4708,admin,2022-08-09 11:25:58,2022-08-09 11:25:58,2021-10-13 12:13:15,2021-10-13 12:13:15,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:728,0,maven-central,org/mockito/mockito-core/4.0.0/mockito-core-4.0.0.jar,maven2,667425,admin,2022-01-26 08:12:58,2022-01-26 08:12:58,2022-01-26 08:12:58,2022-01-26 08:12:58,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:729,0,maven-central,org/codehaus/plexus/plexus-compiler-javac/2.8.4/plexus-compiler-javac-2.8.4.jar,maven2,21277,admin,2022-08-09 11:25:58,2022-08-09 11:25:58,2021-10-13 12:13:15,2021-10-13 12:13:15,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:730,0,maven-central,org/codehaus/plexus/plexus-compiler-api/1.8.1/plexus-compiler-api-1.8.1.jar,maven2,19961,admin,2022-06-26 12:47:05,2022-06-26 12:47:05,2021-09-07 16:13:04,2021-09-07 16:13:04,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:731,0,maven-central,org/codehaus/plexus/plexus-compiler-api/2.8.4/plexus-compiler-api-2.8.4.jar,maven2,27080,admin,2022-08-09 11:25:58,2022-08-09 11:25:58,2021-10-13 12:13:15,2021-10-13 12:13:15,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:732,0,maven-central,org/codehaus/plexus/plexus-compiler-javac/1.8.1/plexus-compiler-javac-1.8.1.jar,maven2,12521,admin,2022-06-26 12:47:05,2022-06-26 12:47:05,2021-09-07 16:13:04,2021-09-07 16:13:04,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:733,0,maven-central,org/codehaus/plexus/plexus-interpolation/1.13/plexus-interpolation-1.13.jar,maven2,61057,admin,2022-10-10 08:19:46,2022-10-10 08:19:46,2021-09-06 18:00:33,2021-09-06 18:00:33,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:734,0,maven-central,org/codehaus/plexus/plexus-compiler-manager/1.8.1/plexus-compiler-manager-1.8.1.jar,maven2,5325,admin,2022-06-26 12:47:05,2022-06-26 12:47:05,2021-09-07 16:13:04,2021-09-07 16:13:04,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:735,0,maven-central,org/mockito/mockito-junit-jupiter/4.0.0/mockito-junit-jupiter-4.0.0.jar,maven2,5428,admin,2022-01-26 08:12:58,2022-01-26 08:12:58,2022-01-26 08:12:58,2022-01-26 08:12:58,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:736,0,maven-central,org/springframework/spring-core/5.3.15/spring-core-5.3.15.jar,maven2,1480617,admin,2022-01-26 08:12:58,2022-01-26 08:12:58,2022-01-26 08:12:58,2022-01-26 08:12:58,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:737,0,maven-central,org/springframework/spring-test/5.3.15/spring-test-5.3.15.jar,maven2,786947,admin,2022-01-26 08:12:59,2022-01-26 08:12:59,2022-01-26 08:12:59,2022-01-26 08:12:59,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:738,0,maven-central,org/apache/maven/maven-artifact/3.1.0/maven-artifact-3.1.0.jar,maven2,52173,admin,2022-01-26 08:13:02,2022-01-26 08:13:02,2022-01-26 08:13:02,2022-01-26 08:13:02,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:739,0,maven-central,org/apache/maven/maven-plugin-api/3.1.0/maven-plugin-api-3.1.0.jar,maven2,49820,admin,2022-01-26 08:13:02,2022-01-26 08:13:02,2022-01-26 08:13:02,2022-01-26 08:13:02,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:740,0,maven-central,org/projectlombok/lombok/1.18.20/lombok-1.18.20.jar,maven2,1931717,admin,2022-06-22 19:41:06,2022-06-22 19:41:06,2022-06-15 13:40:28,2022-06-15 13:40:28,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:741,0,maven-central,com/opencsv/opencsv/4.6/opencsv-4.6.jar,maven2,170348,admin,2021-09-30 07:45:50,2021-09-30 07:45:50,2021-09-30 07:45:50,2021-09-30 07:45:50,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:742,0,maven-central,org/apache/maven/maven-repository-metadata/3.1.0/maven-repository-metadata-3.1.0.jar,maven2,30094,admin,2022-01-26 08:13:02,2022-01-26 08:13:02,2022-01-26 08:13:02,2022-01-26 08:13:02,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:743,0,maven-central,org/apache/maven/maven-aether-provider/3.1.0/maven-aether-provider-3.1.0.jar,maven2,60050,admin,2022-01-26 08:13:02,2022-01-26 08:13:02,2022-01-26 08:13:02,2022-01-26 08:13:02,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:744,0,maven-central,org/apache/commons/commons-lang3/3.8.1/commons-lang3-3.8.1.jar,maven2,501879,admin,2022-07-22 19:35:39,2022-07-22 19:35:39,2021-09-30 07:45:50,2021-09-30 07:45:50,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:745,0,maven-central,com/nimbusds/nimbus-jose-jwt/9.4.1/nimbus-jose-jwt-9.4.1.jar,maven2,441079,admin,2022-06-22 19:41:05,2022-06-22 19:41:05,2022-06-15 13:47:07,2022-06-15 13:47:07,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:746,0,maven-central,org/apache/commons/commons-text/1.3/commons-text-1.3.jar,maven2,182954,admin,2021-09-30 07:45:50,2021-09-30 07:45:50,2021-09-30 07:45:50,2021-09-30 07:45:50,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:747,0,maven-central,org/codehaus/plexus/plexus-component-annotations/2.0.0/plexus-component-annotations-2.0.0.jar,maven2,4227,admin,2022-07-01 10:26:21,2022-07-01 10:26:21,2022-01-26 08:13:03,2022-01-26 08:13:03,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:748,0,maven-central,com/amazonaws/aws-java-sdk-s3/1.11.586/aws-java-sdk-s3-1.11.586.jar,maven2,1011715,admin,2021-09-30 07:45:51,2021-09-30 07:45:51,2021-09-30 07:45:51,2021-09-30 07:45:51,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:749,0,maven-central,commons-beanutils/commons-beanutils/1.9.3/commons-beanutils-1.9.3.jar,maven2,246174,admin,2021-09-30 07:45:50,2021-09-30 07:45:50,2021-09-30 07:45:50,2021-09-30 07:45:50,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:750,0,maven-central,log4j/log4j/1.2.14/log4j-1.2.14.jar,maven2,367444,admin,2021-09-30 07:45:50,2021-09-30 07:45:50,2021-09-30 07:45:50,2021-09-30 07:45:50,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:751,0,maven-central,software/amazon/ion/ion-java/1.0.2/ion-java-1.0.2.jar,maven2,565410,admin,2021-10-13 12:13:48,2021-10-13 12:13:48,2021-09-30 07:45:51,2021-09-30 07:45:51,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:752,0,maven-central,com/amazonaws/aws-java-sdk-core/1.11.586/aws-java-sdk-core-1.11.586.jar,maven2,947728,admin,2021-09-30 07:45:51,2021-09-30 07:45:51,2021-09-30 07:45:51,2021-09-30 07:45:51,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:753,0,maven-central,org/codehaus/plexus/plexus-classworlds/2.4.2/plexus-classworlds-2.4.2.jar,maven2,46969,admin,2022-01-26 08:13:03,2022-01-26 08:13:03,2022-01-26 08:13:03,2022-01-26 08:13:03,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:754,0,maven-central,org/apache/httpcomponents/httpclient/4.5.5/httpclient-4.5.5.jar,maven2,766123,admin,2021-09-30 07:45:51,2021-09-30 07:45:51,2021-09-30 07:45:51,2021-09-30 07:45:51,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:755,0,maven-central,org/apache/commons/commons-collections4/4.2/commons-collections4-4.2.jar,maven2,752798,admin,2021-09-30 07:45:51,2021-09-30 07:45:51,2021-09-30 07:45:51,2021-09-30 07:45:51,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:756,0,maven-central,com/fasterxml/jackson/core/jackson-databind/2.9.9.1/jackson-databind-2.9.9.1.jar,maven2,1348229,admin,2021-09-30 07:45:52,2021-09-30 07:45:52,2021-09-30 07:45:52,2021-09-30 07:45:52,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:757,0,maven-central,com/amazonaws/aws-java-sdk-kms/1.11.586/aws-java-sdk-kms-1.11.586.jar,maven2,476106,admin,2021-09-30 07:45:51,2021-09-30 07:45:51,2021-09-30 07:45:51,2021-09-30 07:45:51,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:758,0,maven-central,org/apache/httpcomponents/httpcore/4.4.9/httpcore-4.4.9.jar,maven2,325500,admin,2021-09-30 07:45:51,2021-09-30 07:45:51,2021-09-30 07:45:51,2021-09-30 07:45:51,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:759,0,maven-central,com/fasterxml/jackson/dataformat/jackson-dataformat-cbor/2.6.7/jackson-dataformat-cbor-2.6.7.jar,maven2,48468,admin,2021-09-30 07:45:51,2021-09-30 07:45:51,2021-09-30 07:45:51,2021-09-30 07:45:51,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:760,0,maven-central,commons-codec/commons-codec/1.10/commons-codec-1.10.jar,maven2,284184,admin,2021-09-30 07:45:51,2021-09-30 07:45:51,2021-09-30 07:45:51,2021-09-30 07:45:51,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:761,0,maven-central,org/apache/maven/maven-core/3.1.0/maven-core-3.1.0.jar,maven2,562575,admin,2022-01-26 08:13:03,2022-01-26 08:13:03,2022-01-26 08:13:03,2022-01-26 08:13:03,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:762,0,maven-central,com/amazonaws/jmespath-java/1.11.586/jmespath-java-1.11.586.jar,maven2,26879,admin,2021-09-30 07:45:51,2021-09-30 07:45:51,2021-09-30 07:45:51,2021-09-30 07:45:51,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:763,0,maven-central,joda-time/joda-time/2.8.1/joda-time-2.8.1.jar,maven2,621931,admin,2021-09-30 07:45:52,2021-09-30 07:45:52,2021-09-30 07:45:52,2021-09-30 07:45:52,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:764,0,maven-central,org/codehaus/plexus/plexus-utils/3.0.10/plexus-utils-3.0.10.jar,maven2,230883,admin,2022-01-26 08:13:03,2022-01-26 08:13:03,2022-01-26 08:13:03,2022-01-26 08:13:03,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:765,0,maven-central,org/apache/maven/maven-settings-builder/3.1.0/maven-settings-builder-3.1.0.jar,maven2,41427,admin,2022-01-26 08:13:02,2022-01-26 08:13:02,2022-01-26 08:13:02,2022-01-26 08:13:02,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:766,0,maven-central,org/eclipse/sisu/org.eclipse.sisu.inject/0.0.0.M2a/org.eclipse.sisu.inject-0.0.0.M2a.jar,maven2,202137,admin,2022-01-26 08:13:03,2022-01-26 08:13:03,2022-01-26 08:13:03,2022-01-26 08:13:03,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:767,0,maven-central,org/apache/maven/maven-settings/3.1.0/maven-settings-3.1.0.jar,maven2,46708,admin,2022-01-26 08:13:02,2022-01-26 08:13:02,2022-01-26 08:13:02,2022-01-26 08:13:02,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:768,0,maven-central,commons-logging/commons-logging/1.0.4/commons-logging-1.0.4.jar,maven2,38015,admin,2022-06-22 19:41:23,2022-06-22 19:41:23,2021-09-27 16:01:29,2021-09-27 16:01:29,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:769,0,maven-central,org/apache/maven/shared/maven-shared-utils/3.3.3/maven-shared-utils-3.3.3.jar,maven2,154022,admin,2022-07-22 19:35:39,2022-07-22 19:35:39,2022-01-26 08:13:03,2022-01-26 08:13:03,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:770,0,maven-central,org/apache/maven/maven-model-builder/3.1.0/maven-model-builder-3.1.0.jar,maven2,159442,admin,2022-01-26 08:13:02,2022-01-26 08:13:02,2022-01-26 08:13:02,2022-01-26 08:13:02,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:771,0,maven-central,org/apache/maven/doxia/doxia-site-renderer/1.0/doxia-site-renderer-1.0.jar,maven2,46517,admin,2022-06-22 19:41:23,2022-06-22 19:41:23,2021-09-27 16:01:29,2021-09-27 16:01:29,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:772,0,maven-central,commons-digester/commons-digester/1.6/commons-digester-1.6.jar,maven2,168446,admin,2022-06-22 19:41:23,2022-06-22 19:41:23,2021-09-27 16:01:29,2021-09-27 16:01:29,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:773,0,maven-central,org/apache/maven/reporting/maven-reporting-impl/2.0.5/maven-reporting-impl-2.0.5.jar,maven2,20613,admin,2022-06-22 19:41:23,2022-06-22 19:41:23,2021-09-27 16:01:29,2021-09-27 16:01:29,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:774,0,maven-central,org/apache/maven/doxia/doxia-core/1.0/doxia-core-1.0.jar,maven2,54950,admin,2022-06-22 19:41:23,2022-06-22 19:41:23,2021-09-27 16:01:29,2021-09-27 16:01:29,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:775,0,maven-central,org/apache/maven/shared/maven-doxia-tools/1.0.2/maven-doxia-tools-1.0.2.jar,maven2,41084,admin,2022-06-22 19:41:23,2022-06-22 19:41:23,2021-09-27 16:01:29,2021-09-27 16:01:29,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:776,0,maven-central,commons-validator/commons-validator/1.2.0/commons-validator-1.2.0.jar,maven2,91113,admin,2022-06-22 19:41:23,2022-06-22 19:41:23,2021-09-27 16:01:29,2021-09-27 16:01:29,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:777,0,maven-central,org/apache/maven/maven-model/3.1.0/maven-model-3.1.0.jar,maven2,163733,admin,2022-01-26 08:13:03,2022-01-26 08:13:03,2022-01-26 08:13:03,2022-01-26 08:13:03,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:778,0,maven-central,org/apache/maven/surefire/surefire-booter/2.22.2/surefire-booter-2.22.2.jar,maven2,273591,admin,2022-01-26 08:13:10,2022-01-26 08:13:10,2022-01-26 08:13:10,2022-01-26 08:13:10,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:779,0,maven-central,org/codehaus/plexus/plexus-interpolation/1.26/plexus-interpolation-1.26.jar,maven2,85348,admin,2022-07-22 19:35:39,2022-07-22 19:35:39,2022-01-26 08:13:03,2022-01-26 08:13:03,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:780,0,maven-central,xml-apis/xml-apis/1.0.b2/xml-apis-1.0.b2.jar,maven2,109318,admin,2022-06-22 19:41:23,2022-06-22 19:41:23,2021-09-27 16:01:29,2021-09-27 16:01:29,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:781,0,maven-central,org/apache/maven/doxia/doxia-module-fml/1.0/doxia-module-fml-1.0.jar,maven2,18545,admin,2022-06-22 19:41:23,2022-06-22 19:41:23,2021-09-27 16:01:29,2021-09-27 16:01:29,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:782,0,maven-central,org/apache/maven/shared/maven-filtering/3.2.0/maven-filtering-3.2.0.jar,maven2,51618,admin,2022-01-26 08:13:03,2022-01-26 08:13:03,2022-01-26 08:13:03,2022-01-26 08:13:03,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:783,0,maven-central,org/slf4j/slf4j-api/1.5.6/slf4j-api-1.5.6.jar,maven2,22338,admin,2022-01-26 08:13:11,2022-01-26 08:13:11,2022-01-26 08:13:11,2022-01-26 08:13:11,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:784,0,maven-central,org/apache/maven/doxia/doxia-sink-api/1.0/doxia-sink-api-1.0.jar,maven2,10073,admin,2022-06-22 19:41:23,2022-06-22 19:41:23,2021-09-27 16:01:29,2021-09-27 16:01:29,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:785,0,maven-central,org/eclipse/sisu/org.eclipse.sisu.plexus/0.0.0.M2a/org.eclipse.sisu.plexus-0.0.0.M2a.jar,maven2,202339,admin,2022-01-26 08:13:03,2022-01-26 08:13:03,2022-01-26 08:13:03,2022-01-26 08:13:03,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:786,0,maven-central,org/apache/maven/wagon/wagon-webdav-jackrabbit/2.2/wagon-webdav-jackrabbit-2.2.jar,maven2,18845,admin,2021-09-30 09:23:58,2021-09-30 09:23:58,2021-09-30 09:23:58,2021-09-30 09:23:58,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:787,0,maven-central,org/codehaus/plexus/plexus-velocity/1.1.7/plexus-velocity-1.1.7.jar,maven2,7668,admin,2022-06-22 19:41:23,2022-06-22 19:41:23,2021-09-27 16:01:29,2021-09-27 16:01:29,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:788,0,maven-central,org/apache/maven/surefire/maven-surefire-common/2.22.2/maven-surefire-common-2.22.2.jar,maven2,527985,admin,2022-01-26 08:13:10,2022-01-26 08:13:10,2022-01-26 08:13:10,2022-01-26 08:13:10,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:789,0,maven-central,org/codehaus/plexus/plexus-utils/3.0.9/plexus-utils-3.0.9.jar,maven2,231938,admin,2022-06-22 19:41:23,2022-06-22 19:41:23,2021-09-27 16:01:29,2021-09-27 16:01:29,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:790,0,maven-central,org/apache/maven/doxia/doxia-decoration-model/1.0/doxia-decoration-model-1.0.jar,maven2,48986,admin,2022-06-22 19:41:23,2022-06-22 19:41:23,2021-09-27 16:01:29,2021-09-27 16:01:29,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
